"timestamp","idf7e0e6a9ebcf4e82f8455b69af3a99ea","idea0c9156c4b3940312f4483a14b25f7e","id25144079ace8e400ef625cb0b5c4f49b","idc659d6134e73ba03948995ba848a9fb7","ida54199e3f67b6de38c6d717b15922344","id4e3cffd4957f8bf08cc9d2c66e4ee172","id6523b5fef60ecd5f9e362a2e2d5dabf8","id3f40c55abb391c062356272ac24000ee","id108be3ab3726b4beac020aef421acd53","id4bf9d61c1af7458526df0d5f0d08c5b2","ided9a31470432588135e7fc8a97b7f979","idbaf1ceb24a2ed58579327dcd1577af90","id853f376dcb4b75332a2ad0a91a82c8ff","idfca048328a00573ad632b2de6fb3866d","id8b8a5121578fd682a939fb4765d0f55b","id55e241a349ad0bab868ca9ded3bb741a","id11eeccf39575d29e30c0c93e404ad3f2","id2af8fc0a2c3247c605fab73448934cb1","id72cea59c0fb4a15e60a5c7fa78c12de4","idfeb415b56def32b3a70afa72486d85ff","id5388d217b085e76a60cd80b24eb5868d","id81bb4fe9d847aecad35333efef25f87b","id12f0e6dd5c2dfc57689fe25e6914ea47","idb4d7c53e30297dc886f86c662671efed","idf9c5502bfde353c8ab4d274ccab26060","idfe1dc6da50e4dbc22d361ecc0ddc6fd1","id38e87d1e5a3c7b7f7555ea2593784322","id7263727ee60d6bb4f45041b6076e5e8e","id89c91beb20773c712921ac1f183ce96a","idb5431a779d457f331d0f57b5209c0502"
1983-12-12,0.793,0.729,0.748,161.22,118.6375,8.69,1.31,0.753,0.369,385.68,0.874,0.047,16.4,0.351,2.93,20,32.1,0.247,0.492,0.867,0.363,4.5,257.04,0.143,2.37,0.899,317.858571428571,118.079333333333,0.393,0.536
1983-12-19,0.753,0.708,0.894,161.31,118.65,8.47,1.75,0.741,0.363,385.68,0.962,0.049,15,0.343,2.96,19.1,31.3,0.252,0.729,0.908,0.377,4.45,257.1,0.14,2.35,0.198,317.855714285714,118.074666666667,0.576,0.816
1983-12-26,1.76,0.776,4.25,161.48,118.61,10.9,2.79,0.934,0.929,385.41,5.46,0.105,35.7,0.468,16.3,52.9,54,0.611,2.54,2.54,1.02,7.15,257.10875,0.285,3.1,1.65,317.887142857143,118.07,1.07,4.07
1984-01-02,0.732,0.761,1.34,161.65,118.625714285714,9.24,1.74,0.751,1.01,385.33,1.69,0.046,29.8,0.387,10,22.3,37.4,0.238,0.737,1.4,0.515,5.78,257.02,0.131,2.74,0.756,317.871428571429,118.02,0.536,0.913
1984-01-09,0.86,0.761,1.52,161.97,118.615,10.4,1.73,0.72,1.42,385.22,1.8,0.057,35.6,0.388,11.7,20.1,43.3,0.277,0.622,1.46,0.541,6.35,257.02,0.159,2.72,0.837,317.881428571429,118.006666666667,0.518,1.18
1984-01-16,4.79,0.934,7.88,162.96,118.62,19.7,3.27,0.792,2.6,385.49,5.55,0.145,172,0.499,44.3,77.5,90.9,0.849,2.78,4.16,1.38,10.3,257.07,0.318,5.28,2.58,317.897142857143,118.03,1.54,1.6
1984-01-23,1.4,0.962,2.18,162.93,118.63,12.3,3.25,0.746,2.58,385.39,3.18,0.07,57,0.387,17.3,36.1,55.1,0.353,1.73,2.43,0.698,7.4,257.13,0.189,3.61,1.35,317.945714285714,118.11,1.15,1.19
1984-01-30,1.12,0.897,1.71,162.74,118.61,11.2,2.65,0.685,1.8,385.11,2.07,0.061,30.9,0.553,7.92,26.9,46.8,0.337,1.21,1.75,0.648,6.15,257.06,0.247,2.99,0.737,317.98,118.06,0.757,1.99
1984-02-06,3.84,1.7,13.7,164.1,118.615,25,6.15,0.909,4.1,385.12,6.7,3.61,118,1.63,26.5,44.9,151,5.22,2.7,9.39,1.14,17.6,257.14,1.33,3.77,4.42,318.01,118.1,1.88,3.82
1984-02-13,2.24,0.916,4.58,163.983333333333,118.584,14.7,2.67,1.08,3.44,385.39,4.08,0.27,85.4,0.531,18.7,34,91.8,1.08,2.23,3.02,0.745,9.12,257.23,0.558,4.31,1.51,318.2,118.14,1.41,2.38
1984-02-20,1.23,0.825,2.41,163.01,118.602222222222,11.1,2.3,0.995,1.89,385.15,2.54,0.125,40.2,0.393,8.72,27.2,56.3,0.564,1.57,1.71,0.566,7.16,257.17,0.345,3.42,0.703,318.26,118.185,1.39,1.47
1984-02-27,1.4,0.852,2.54,162.74,118.617777777778,11.6,2.16,0.925,1.23,385.02,2.3,0.11,32.7,0.545,6.71,27.5,56,0.556,1.51,1.88,0.604,6.82,257.13,0.288,3.29,0.456,318.257142857143,118.216666666667,0.897,1.48
1984-03-05,1.21,0.785,2.25,162.65,118.59,10.2,1.9,0.853,0.896,384.83,1.86,0.093,28,0.417,5.13,23.5,49,0.446,1.22,1.52,0.544,6.23,257.1,0.279,3.18,0.356,318.237142857143,118.2,0.681,1.13
1984-03-12,1.23,0.812,2.15,162.44,118.595,10.4,1.92,0.808,0.843,384.81,1.86,0.129,25.4,0.457,4.8,20.7,48.3,0.457,1.05,1.74,0.585,6.54,257.11,0.338,3.02,0.348,318.222857142857,118.24,0.623,0.992
1984-03-19,1.98,0.864,2.01,162.428,118.61,11.7,2.06,0.793,0.841,384.78,2.4,0.392,30.4,0.471,5.87,27.6,57.8,1.02,1.66,2.85,0.949,7.01,257.04,0.436,3.27,0.532,318.24,118.26,0.768,0.945
1984-03-26,2.01,0.865,1.78,162.42,118.618333333333,10.6,2.55,0.738,0.947,384.93,3.53,0.215,34.6,0.452,11.1,28.8,48.9,0.827,4.45,2.56,1.42,6.63,257.06,0.705,4.5,1.15,318.235714285714,118.26,0.852,0.995
1984-04-02,5.94,1.42,5.84,162.605,118.62,16.4,4.51,0.852,1.34,385.56,13.3,0.505,80,0.825,36.7,43.7,73.2,1.44,4.31,6.14,2.61,12.7,257.08,0.834,4.59,2.18,318.205714285714,118.273333333333,3.21,2.17
1984-04-09,3.84,0.873,3.85,162.855,118.6,16.5,3.8,0.874,1.64,385.95,5.19,0.209,88.5,0.426,27,42.4,77.5,0.707,3.75,3.96,1.3,11.6,257.12,0.427,4.85,1.03,318.178571428571,118.29,1.83,1.64
1984-04-16,1.99,0.817,2.5,162.666666666667,118.603333333333,11.7,5.04,0.875,1.51,385.75,5.55,0.122,75.4,0.417,31.3,44.9,50.8,0.566,3.1,2.06,0.963,8.18,257.12,0.406,3.76,2.25,318.168571428571,118.25,2.52,1.47
1984-04-23,1.26,0.841,2.03,162.463333333333,118.6,9.62,5.14,0.876,1.01,385.53,3.44,0.094,52.2,0.347,15.1,40.1,42.5,0.46,2.09,1.62,0.669,6.95,257.1025,0.347,3.29,1.3,318.16,118.27,1.48,1.1
1984-04-30,1.14,0.864,1.85,162.23,118.606666666667,10.1,4.13,0.869,0.801,385.47,2.32,0.075,33.4,0.351,6.89,33.3,37.8,0.401,1.4,1.33,0.637,6.54,257.08,0.282,3.15,0.77,318.157142857143,118.3,0.988,1
1984-05-07,1.34,0.873,1.7,162.28,118.615,12,6.01,0.848,0.593,385.38,1.84,0.084,28.8,0.49,5,45.4,45.6,0.559,1.07,1.84,0.792,6.67,257.07,0.381,3.5,0.317,318.14,118.243333333333,0.759,0.834
1984-05-14,1.99,1.03,2.12,162.17,118.613333333333,12.4,4.73,0.882,0.568,385.31,3.08,0.184,26.9,0.869,4.52,33.5,56.1,0.689,1.8,3.47,1.03,7.75,257.08,0.594,3.48,0.432,318.137142857143,118.26,0.82,0.977
1984-05-21,2.43,1.18,3.27,162.52,118.62,11.6,8.41,0.896,0.624,385.24,4.56,0.123,38.7,0.64,9.97,30.9,50.8,0.506,2.71,2.04,1.5,7.98,257.09,0.478,3.19,1.36,318.124285714286,118.23,2.1,2.14
1984-05-28,4.03,2.26,15.7,163.57,118.614166666667,20.5,20,1.09,1.1,385.22,5.54,0.269,145,0.521,43.8,55.5,99.7,0.606,3.38,5.66,2.35,20.1,257.31,0.518,4.45,4.48,318.152857142857,118.238,2.96,4.24
1984-06-04,1.49,0.881,3.43,163.8525,118.61875,13.7,4.78,0.952,1.91,385.18,2.49,0.159,65,0.432,13.5,33.8,62.7,0.688,1.19,2.74,0.696,8.86,257.31,0.424,3.46,0.579,318.165714285714,118.28,1.44,3.71
1984-06-11,2.71,0.814,4.78,163.25,118.61,23.5,3.74,1.08,1.61,385.17,4.81,0.142,138,0.636,22.3,32.1,145,1.01,1.04,3.75,0.935,12.3,257.31875,0.851,4.61,0.941,318.135714285714,118.26,2.85,1.76
1984-06-18,1.58,0.726,3.01,162.82,118.625,14.5,3.23,1.02,1.22,385.06,2.66,0.094,52,0.496,8.88,27.6,68.5,0.632,0.895,2.17,0.771,8.69,257.22,0.519,3.47,0.454,318.098571428571,118.25,1.45,1.29
1984-06-25,1.26,0.731,2.65,162.69,118.64,13.4,3.06,1.01,0.999,384.97,2.31,0.075,38.5,0.502,6.07,27.7,59,0.527,1.11,2.14,0.808,7.95,257.21,0.446,3.13,0.934,318.028571428571,118.235,1.12,1.47
1984-07-02,1.25,0.881,2.29,162.49,118.64,12.1,3.04,1.02,0.798,384.94,1.96,0.074,31.2,0.487,3.95,22.3,53.4,0.515,2.31,2.04,0.655,7.59,257.1925,0.405,2.79,0.326,318.02,118.21,1,1.24
1984-07-09,1.07,0.939,1.93,162.195,118.655555555556,11.4,2.73,0.935,0.754,384.92,1.53,0.061,25.3,0.381,2.99,21.7,44.2,0.416,0.915,1.33,0.589,6.91,257.17,0.322,2.59,0.227,318.01,118.19,0.83,0.751
1984-07-16,1.35,1.23,3.63,162.05,118.66,11.1,3.6,1.09,0.856,384.91,2.93,0.066,54.1,0.488,12.1,23.3,51.3,0.563,1.06,2.26,0.933,8.12,257.21,0.499,2.53,1.81,317.95,118.165,2.05,1.53
1984-07-23,1.02,1.18,1.76,161.89,118.663076923077,9.46,2.87,0.966,0.597,384.82,1.32,0.041,30.1,0.329,4.86,21.7,38.6,0.375,0.87,1.38,0.487,6.67,257.24,0.318,2.47,0.351,317.947142857143,118.124285714286,0.972,0.731
1984-07-30,1.53,1.33,1.7,161.733333333333,118.668461538462,10.2,4.4,0.93,0.472,384.76,1.67,0.043,28.8,0.344,4.76,43,44.7,0.336,1.49,1.39,0.834,6.6,257.14,0.39,2.58,0.302,317.928571428571,118.1,1.04,0.733
1984-08-06,1.08,1.51,1.98,161.715,118.69,9.28,3.5,0.938,0.414,384.56,1.45,0.04,29.2,0.344,4.07,18.7,39.3,0.342,0.91,1.29,0.61,6.61,257.14,0.355,2.49,0.229,317.91,118.050909090909,0.842,0.745
1984-08-13,7.33,1.17,1.62,161.692,118.69,11.2,4.75,0.891,0.576,384.8,4.64,0.044,46.7,0.437,8.15,35.8,53.1,0.382,1.38,2.27,3.03,6.93,257.13,0.425,3.54,0.219,317.848571428571,118.019090909091,3.55,0.72
1984-08-20,1.09,0.678,1.29,161.594,118.686,8.18,2.66,0.858,0.552,384.48,1.64,0.031,22.3,0.305,3.51,16.6,33.7,0.307,0.72,1.18,0.658,5.67,257.12,0.351,2.58,0.09,317.837142857143,117.99,1.2,0.604
1984-08-27,1.42,0.701,1.62,161.52,118.676666666667,8.34,3.53,0.897,0.545,384.6,1.85,0.036,25,0.286,3.73,22.1,33,0.324,0.73,1.11,1.07,6.15,257.12,0.22,2.73,0.16,317.815714285714,117.95,0.945,0.685
1984-09-03,0.923,0.73,1.03,161.34,118.67,7.86,2.24,0.869,0.326,384.48,1.28,0.028,17,0.259,2.31,17.2,25.6,0.316,0.571,1.02,0.614,5.55,257.09,0.214,2.39,0.102,317.787142857143,117.913333333333,0.675,0.585
1984-09-10,5.04,1.6,2.88,161.56,118.67,16.2,30.4,1.07,0.649,385.26,11.8,0.082,48.9,0.869,22.8,36.6,67.9,0.655,11.1,10.3,4.42,14.6,257.12,0.598,3.64,1.12,317.772857142857,117.89,2.96,2.7
1984-09-17,2.65,0.825,1.54,161.78,118.664166666667,12.7,12.3,0.929,1.05,385.14,5.34,0.056,61.8,0.338,16.4,97.1,53.5,0.3,6.17,2.45,1.91,8.34,257.12,0.291,3.93,0.601,317.785714285714,117.87,2.1,1.04
1984-09-24,2.08,0.816,1.52,161.71,118.67,11,6.52,0.914,0.906,384.86,5.32,0.049,47.6,0.398,14.1,46.5,52.1,0.256,3.74,2.05,1.36,9.4,257.12,0.265,3.23,0.436,317.764285714286,117.83,1.86,1.17
1984-10-01,1.44,0.836,1.42,161.595,118.665,9.95,4.8,0.914,0.893,385.09,3.25,0.048,54.5,0.348,16.4,36,42.6,0.216,1.77,1.59,1.14,7.3,257.12,0.206,2.91,0.539,317.785714285714,117.82,1.57,0.83
1984-10-08,1.64,0.875,2.03,161.565,118.642,9.97,4.54,0.925,0.953,384.81,4.36,0.048,41,0.328,13.2,31.6,43.6,0.214,2.3,1.46,1.17,7.35,257.12,0.205,2.72,0.931,317.755714285714,117.783636363636,1.96,0.909
1984-10-15,1.66,0.709,1.59,161.29,118.64,9.18,3.67,0.911,1,384.75,2.89,0.039,50.4,0.314,13,25.8,38.3,0.202,1.49,1.2,0.915,6.18,257.12,0.21,2.61,0.463,317.745714285714,117.745454545455,1.89,0.767
1984-10-22,1.45,0.733,1.62,161.28,118.644,8.46,3.23,0.894,0.859,384.68,2.35,0.036,33.4,0.37,7.15,22.2,35.6,0.187,1.11,1.17,0.752,6.16,257.11,0.204,2.71,0.343,317.831428571429,117.73,1.23,0.769
1984-10-29,1.29,0.797,1.58,161.15,118.63,7.91,3.01,0.86,0.695,384.56,1.89,0.033,28.7,0.344,5.96,23.5,35.4,0.181,1.15,1.06,0.786,5.77,257.11,0.242,2.53,0.417,317.778571428571,117.72,0.982,0.706
1984-11-05,1.12,0.728,1.38,161.218,118.648,9.16,2.74,0.85,0.606,384.54,1.57,0.03,24.5,0.333,5.11,21.4,34,0.185,1,0.863,0.766,4.86,257.08,0.226,2.3,0.237,317.765714285714,117.722,0.862,0.706
1984-11-12,1,0.806,1.1,161.22,118.633548387097,9.13,2.5,0.852,0.458,384.51,1.44,0.025,19.9,0.338,3.82,20.7,34.9,0.177,0.825,0.895,0.687,4.68,257.08,0.197,2.22,0.153,317.735714285714,117.71,0.927,0.665
1984-11-19,1.05,0.666,1.04,161.28,118.624516129032,8.35,2.42,0.849,0.418,384.38,1.23,0.03,19.3,0.314,3.82,19.8,31.9,0.173,0.742,0.963,0.749,4.7,257.09,0.191,2.19,0.207,317.708571428571,117.686666666667,0.597,0.703
1984-11-26,3.49,0.767,4.83,161.88,118.615483870968,11,3.05,0.914,1.2,384.31,4.57,0.044,140,0.37,34.7,37.7,49.4,0.291,1.56,1.85,0.757,8.1,257.14,0.268,2.49,1.88,317.698571428571,117.67,2.48,1.72
1984-12-03,1.39,0.719,1.94,161.63,118.606451612903,8.66,2.59,0.865,1.25,384.2,2.3,0.037,43.3,0.315,9.92,21.4,35.3,0.224,1.1,1.18,0.763,5.61,257.12,0.211,2.42,0.666,317.685714285714,117.66,0.926,0.946
1984-12-10,1.38,0.707,1.77,161.26,118.6,8.82,2.79,0.857,0.93,384.17,2.11,0.038,31.6,0.33,6.22,18.9,32.1,0.214,1.03,1.1,0.805,5.2,257.1,0.221,2.26,0.538,317.658571428571,117.65,1.42,0.786
1984-12-17,1.49,0.765,2.97,161.23,118.6,10.2,2.86,0.832,0.84,384.12,1.79,0.048,28.4,0.389,5.49,21.1,39.6,0.24,1.01,1.71,0.894,5.23,257.08,0.265,2.4,0.428,317.65,117.69,1.06,1.02
1984-12-24,1.66,0.792,2.88,161.4,118.6,11,2.69,0.825,0.993,384.01,1.88,0.054,42.1,0.318,10.6,23.1,40.7,0.266,1.08,1.37,0.774,5.59,257.07,0.254,2.6,0.781,317.652857142857,117.7,1.04,1.33
1984-12-31,1.38,0.731,1.85,161.466666666667,118.59,9.78,2.17,0.797,1.14,383.96,1.49,0.044,28.6,0.269,6.29,14.7,32.2,0.224,0.798,0.956,0.653,4.96,257.07,0.207,2.37,0.364,317.67,117.7,1.07,0.917
1985-01-07,1.39,0.72,1.81,161.44,118.5975,8.55,1.64,0.798,1.07,383.83,1.37,0.065,19.5,0.27,4.35,18.8,26.6,0.253,1.32,2.49,0.705,4.86,257.1,0.373,2.18,5.11,317.671428571429,117.6825,1.21,0.858
1985-01-14,1.5,0.722,1.99,161.153333333333,118.584545454545,8.83,1.57,0.781,0.871,383.8,2.24,0.083,18.8,0.274,3.9,19.2,26.2,0.269,1.26,2.04,0.694,4.64,257.2,0.172,2.08,0.251,317.681428571429,117.693333333333,1.07,0.788
1985-01-21,1.65,0.728,1.98,161.21,118.575,8.63,1.4,0.782,0.73,383.76,1.33,0.077,17.7,0.3,3.71,18.9,29.2,0.229,1.24,1.21,0.826,4.81,257.2,0.201,2.08,0.192,317.695714285714,117.66,0.959,1.03
1985-01-28,1.87,0.775,2.62,162.52,118.565454545455,11.9,4.16,0.787,0.929,383.82,1.54,0.27,59.2,0.4,7.41,82.8,66.3,0.856,2.05,1.79,0.825,6.47,257.13,0.425,3.15,0.481,317.781428571429,117.63,1.03,1.52
1985-02-04,2.4,1.02,5.19,162.94,118.56,23.8,5.5,0.864,1.85,387.9,4.65,0.234,156,0.495,35.8,90.5,105,0.953,3.96,4.62,1.46,8.8,257.2,0.394,7.45,1.71,318.105714285714,117.645,1.72,1.68
1985-02-11,1.81,0.851,2.18,162.65,118.565555555556,11.4,2.58,0.8,1.63,386.43,2.18,0.127,27,0.372,8.41,25.4,46.3,0.517,1.95,1.54,1.01,5.96,257.17,0.395,3.62,0.486,318.175714285714,117.665,1.29,1.3
